id	title	journal	pub_time	pmid	circRNA id	circRNA name	circRNA synonyms	disease	method of circRNA detection	species	expression pattern	associator	host gene	tissue/cell line	functional describution
237	Microarray Analysis of Circular RNA Expression Profile Associated with 5-Fluorouracil-Based Chemoradiation Resistance in Colorectal Cancer Cells	Biomed Res Int.	2017	28656150	hsa_circ_0022080	-		colorectal cancer	microarray	human	up-regulated	-	NUP160	cell line	To validate the microarray data, four upregulated and four downregulated circRNAs were selected as representatives for further validation by qRT-PCR using primers mentioned in Table 1. According to the data in Figure 3, five of the eight tested circRNAs yielded results quite similar to those of microarray; these well-validated circRNAs included three upregulated circRNAs, hsa_circ_0007031, hsa_circ_0000504, and hsa_circ_0007006.
238	Microarray Analysis of Circular RNA Expression Profile Associated with 5-Fluorouracil-Based Chemoradiation Resistance in Colorectal Cancer Cells	Biomed Res Int.	2017	28656150	hsa_circ_0008494	-		colorectal cancer	microarray	human	up-regulated	-	ARID1A	cell line	To validate the microarray data, four upregulated and four downregulated circRNAs were selected as representatives for further validation by qRT-PCR using primers mentioned in Table 1. According to the data in Figure 3, five of the eight tested circRNAs yielded results quite similar to those of microarray; these well-validated circRNAs included three upregulated circRNAs, hsa_circ_0007031, hsa_circ_0000504, and hsa_circ_0007006.
239	Microarray Analysis of Circular RNA Expression Profile Associated with 5-Fluorouracil-Based Chemoradiation Resistance in Colorectal Cancer Cells	Biomed Res Int.	2017	28656150	hsa_circ_0005949	-		colorectal cancer	microarray	human	up-regulated	-	ZNF608	cell line	To validate the microarray data, four upregulated and four downregulated circRNAs were selected as representatives for further validation by qRT-PCR using primers mentioned in Table 1. According to the data in Figure 3, five of the eight tested circRNAs yielded results quite similar to those of microarray; these well-validated circRNAs included three upregulated circRNAs, hsa_circ_0007031, hsa_circ_0000504, and hsa_circ_0007006.
240	Microarray Analysis of Circular RNA Expression Profile Associated with 5-Fluorouracil-Based Chemoradiation Resistance in Colorectal Cancer Cells	Biomed Res Int.	2017	28656150	hsa_circ_0074806	-		colorectal cancer	microarray	human	up-regulated	-	CLINT1	cell line	To validate the microarray data, four upregulated and four downregulated circRNAs were selected as representatives for further validation by qRT-PCR using primers mentioned in Table 1. According to the data in Figure 3, five of the eight tested circRNAs yielded results quite similar to those of microarray; these well-validated circRNAs included three upregulated circRNAs, hsa_circ_0007031, hsa_circ_0000504, and hsa_circ_0007006.
241	Microarray Analysis of Circular RNA Expression Profile Associated with 5-Fluorouracil-Based Chemoradiation Resistance in Colorectal Cancer Cells	Biomed Res Int.	2017	28656150	hsa_circ_0048232	-		colorectal cancer	microarray	human	down-regulated	-	DAZAP1	cell line	To validate the microarray data, four upregulated and four downregulated circRNAs were selected as representatives for further validation by qRT-PCR using primers mentioned in Table 1. According to the data in Figure 3, five of the eight tested circRNAs yielded results quite similar to those of microarray; these well-validated circRNAs included three upregulated circRNAs, hsa_circ_0007031, hsa_circ_0000504, and hsa_circ_0007006.
242	Microarray Analysis of Circular RNA Expression Profile Associated with 5-Fluorouracil-Based Chemoradiation Resistance in Colorectal Cancer Cells	Biomed Res Int.	2017	28656150	hsa_circ_0006174	-		colorectal cancer	microarray	human	down-regulated	-	RAD23B	cell line	To validate the microarray data, four upregulated and four downregulated circRNAs were selected as representatives for further validation by qRT-PCR using primers mentioned in Table 1. According to the data in Figure 3, five of the eight tested circRNAs yielded results quite similar to those of microarray; these well-validated circRNAs included three upregulated circRNAs, hsa_circ_0007031, hsa_circ_0000504, and hsa_circ_0007006.
243	Microarray Analysis of Circular RNA Expression Profile Associated with 5-Fluorouracil-Based Chemoradiation Resistance in Colorectal Cancer Cells	Biomed Res Int.	2017	28656150	hsa_circ_0008509	-		colorectal cancer	qRT-PCR, microarray	human	down-regulated	-	NAV3	cell line	To validate the microarray data, four upregulated and four downregulated circRNAs were selected as representatives for further validation by qRT-PCR using primers mentioned in Table 1. According to the data in Figure 3, five of the eight tested circRNAs yielded results quite similar to those of microarray; these well-validated circRNAs included three upregulated circRNAs, hsa_circ_0007031, hsa_circ_0000504, and hsa_circ_0007006.
244	Microarray Analysis of Circular RNA Expression Profile Associated with 5-Fluorouracil-Based Chemoradiation Resistance in Colorectal Cancer Cells	Biomed Res Int.	2017	28656150	hsa_circ_0084021	-		colorectal cancer	qRT-PCR, microarray	human	down-regulated	-	PLEKHA2	cell line	To validate the microarray data, four upregulated and four downregulated circRNAs were selected as representatives for further validation by qRT-PCR using primers mentioned in Table 1. According to the data in Figure 3, five of the eight tested circRNAs yielded results quite similar to those of microarray; these well-validated circRNAs included three upregulated circRNAs, hsa_circ_0007031, hsa_circ_0000504, and hsa_circ_0007006.
245	Microarray Analysis of Circular RNA Expression Profile Associated with 5-Fluorouracil-Based Chemoradiation Resistance in Colorectal Cancer Cells	Biomed Res Int.	2017	28656150	hsa_circ_0087862	-		colorectal cancer	microarray	human	down-regulated	-	RAD23B	cell line	To validate the microarray data, four upregulated and four downregulated circRNAs were selected as representatives for further validation by qRT-PCR using primers mentioned in Table 1. According to the data in Figure 3, five of the eight tested circRNAs yielded results quite similar to those of microarray; these well-validated circRNAs included three upregulated circRNAs, hsa_circ_0007031, hsa_circ_0000504, and hsa_circ_0007006.
246	Microarray Expression Profile and Functional Analysis of Circular RNAs in Osteosarcoma	Cell Physiol Biochem.	2017	28957794	-	hsa_circRNA_103801		osteosarcoma	qRT-PCR, microarray	human	up-regulated	miR-370-3p, miR-338-3p, miR-877-3p	-	tissue and cell line	Functional analysis found that hsa_circRNA_103801 was involved in pathways in cancer, such as the HIF-1, VEGF and angiogenesis pathway, the Rap1 signaling pathway and the PI3K-Akt signaling pathway, while hsa_circRNA_104980 was related to some pathways such as the tight junction pathway.
247	Microarray Expression Profile and Functional Analysis of Circular RNAs in Osteosarcoma	Cell Physiol Biochem.	2017	28957794	-	hsa_circRNA_102049		osteosarcoma	qRT-PCR, microarray	human	up-regulated	-	-	tissue and cell line	There was a great consistency bewteen the real-time qPCR results and microarray analysis data. All the selected circRNAs were confirmed, which demonstrated the high reliability of the microarray expression data.
248	Microarray Expression Profile and Functional Analysis of Circular RNAs in Osteosarcoma	Cell Physiol Biochem.	2017	28957794	-	hsa_circRNA_103309		osteosarcoma	qRT-PCR, microarray	human	up-regulated	-	-	tissue and cell line	There was a great consistency bewteen the real-time qPCR results and microarray analysis data. All the selected circRNAs were confirmed, which demonstrated the high reliability of the microarray expression data.
249	Microarray Expression Profile and Functional Analysis of Circular RNAs in Osteosarcoma	Cell Physiol Biochem.	2017	28957794	-	hsa_circRNA_101113		osteosarcoma	qRT-PCR, microarray	human	up-regulated	-	-	tissue and cell line	There was a great consistency bewteen the real-time qPCR results and microarray analysis data. All the selected circRNAs were confirmed, which demonstrated the high reliability of the microarray expression data.
250	Microarray Expression Profile and Functional Analysis of Circular RNAs in Osteosarcoma	Cell Physiol Biochem.	2017	28957794	-	hsa_circRNA_102485		osteosarcoma	qRT-PCR, microarray	human	up-regulated	-	-	tissue and cell line	There was a great consistency bewteen the real-time qPCR results and microarray analysis data. All the selected circRNAs were confirmed, which demonstrated the high reliability of the microarray expression data.
251	Microarray Expression Profile and Functional Analysis of Circular RNAs in Osteosarcoma	Cell Physiol Biochem.	2017	28957794	-	hsa_circRNA_100241		osteosarcoma	qRT-PCR, microarray	human	up-regulated	-	-	tissue and cell line	There was a great consistency bewteen the real-time qPCR results and microarray analysis data. All the selected circRNAs were confirmed, which demonstrated the high reliability of the microarray expression data.
252	Microarray Expression Profile and Functional Analysis of Circular RNAs in Osteosarcoma	Cell Physiol Biochem.	2017	28957794	-	hsa_circRNA_104980		osteosarcoma	qRT-PCR, microarray	human	down-regulated	miR-1298-3p, miR-660-3p	-	tissue and cell line	Functional analysis found that hsa_circRNA_103801 was involved in pathways in cancer, such as the HIF-1, VEGF and angiogenesis pathway, the Rap1 signaling pathway and the PI3K-Akt signaling pathway, while hsa_circRNA_104980 was related to some pathways such as the tight junction pathway.
253	Microarray Expression Profile and Functional Analysis of Circular RNAs in Osteosarcoma	Cell Physiol Biochem.	2017	28957794	-	hsa_circRNA_104692		osteosarcoma	qRT-PCR, microarray	human	down-regulated	-	-	tissue and cell line	There was a great consistency bewteen the real-time qPCR results and microarray analysis data. All the selected circRNAs were confirmed, which demonstrated the high reliability of the microarray expression data.
254	Microarray Expression Profile and Functional Analysis of Circular RNAs in Osteosarcoma	Cell Physiol Biochem.	2017	28957794	-	hsa_circRNA_104892		osteosarcoma	qRT-PCR, microarray	human	down-regulated	-	-	tissue and cell line	There was a great consistency bewteen the real-time qPCR results and microarray analysis data. All the selected circRNAs were confirmed, which demonstrated the high reliability of the microarray expression data.
255	Microarray Expression Profile and Functional Analysis of Circular RNAs in Osteosarcoma	Cell Physiol Biochem.	2017	28957794	-	hsa_circRNA_102678		osteosarcoma	qRT-PCR, microarray	human	down-regulated	-	-	tissue and cell line	There was a great consistency bewteen the real-time qPCR results and microarray analysis data. All the selected circRNAs were confirmed, which demonstrated the high reliability of the microarray expression data.
256	Microarray Expression Profile and Functional Analysis of Circular RNAs in Osteosarcoma	Cell Physiol Biochem.	2017	28957794	-	hsa_circRNA_103110		osteosarcoma	qRT-PCR, microarray	human	down-regulated	-	-	tissue and cell line	There was a great consistency bewteen the real-time qPCR results and microarray analysis data. All the selected circRNAs were confirmed, which demonstrated the high reliability of the microarray expression data.
257	Microarray Expression Profile and Functional Analysis of Circular RNAs in Osteosarcoma	Cell Physiol Biochem.	2017	28957794	-	hsa_circRNA_100258		osteosarcoma	qRT-PCR, microarray	human	down-regulated	-	-	tissue and cell line	There was a great consistency bewteen the real-time qPCR results and microarray analysis data. All the selected circRNAs were confirmed, which demonstrated the high reliability of the microarray expression data.
258	Microarray Expression Profile of Circular RNAs in Peripheral Blood Mononuclear Cells from Rheumatoid Arthritis Patients	Cell Physiol Biochem.	2017	28618429	-	circRNA_104871		rheumatoid arthritis	qRT-PCR, microarray	human	up-regulated	-	SUSD1	tissue	Increased expression of circRNAs circRNA_104871, circRNA_003524, circRNA_101873 and circRNA_103047 in PBMC from RA patients may serve as potential biomarkers for RA patient diagnosis.
259	Microarray Expression Profile of Circular RNAs in Peripheral Blood Mononuclear Cells from Rheumatoid Arthritis Patients	Cell Physiol Biochem.	2017	28618429	-	circRNA_003524		rheumatoid arthritis	qRT-PCR, microarray	human	up-regulated	-	FAM168B	tissue	Increased expression of circRNAs circRNA_104871, circRNA_003524, circRNA_101873 and circRNA_103047 in PBMC from RA patients may serve as potential biomarkers for RA patient diagnosis.
260	Microarray Expression Profile of Circular RNAs in Peripheral Blood Mononuclear Cells from Rheumatoid Arthritis Patients	Cell Physiol Biochem.	2017	28618429	-	circRNA_101873		rheumatoid arthritis	qRT-PCR, microarray	human	up-regulated	-	GLG1	tissue	Increased expression of circRNAs circRNA_104871, circRNA_003524, circRNA_101873 and circRNA_103047 in PBMC from RA patients may serve as potential biomarkers for RA patient diagnosis.
261	Microarray Expression Profile of Circular RNAs in Peripheral Blood Mononuclear Cells from Rheumatoid Arthritis Patients	Cell Physiol Biochem.	2017	28618429	-	circRNA_103047		rheumatoid arthritis	qRT-PCR, microarray	human	up-regulated	-	FAM168B	tissue	Increased expression of circRNAs circRNA_104871, circRNA_003524, circRNA_101873 and circRNA_103047 in PBMC from RA patients may serve as potential biomarkers for RA patient diagnosis.
262	Microarray Expression Profile of Circular RNAs in Peripheral Blood Mononuclear Cells from Rheumatoid Arthritis Patients	Cell Physiol Biochem.	2017	28618429	-	circRNA_092516		rheumatoid arthritis	qRT-PCR, microarray	human	up-regulated	-	XBP1	tissue	Consistent with the microarray data, the average expression levels of circRNA_092516, circRNA_003524, circRNA_103047, circRNA_104871, and circRNA_101873 in the PBMCs of patients with RA were significantly higher than those of the healthy controls.
