circRNA	Position	Function	Gene	Gene Description	PMID
hsa_circ_0020752	chr11:1213089-1213750	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	-	-	28831102
hsa_circ_0020753	chr11:1213089-1214207	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	-	-	28831102
hsa_circ_0020756	chr11:1213089-1217701	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	-	-	28831102
hsa_circ_0020757	chr11:1213089-1217946	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	-	-	28831102
hsa_circ_0020758	chr11:1213089-1218134	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	-	-	28831102
hsa_circ_0020762	chr11:1213089-1220716	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	-	-	28831102
hsa_circ_0020763	chr11:1217101-1222366	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	-	-	28831102
hsa_circ_0020788	chr11:2017105-2017228	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	TCONS_00063837	-	28831102
hsa_circ_0020790	chr11:2017308-2017651	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	TCONS_00063837	-	28831102
hsa_circ_0021001	chr11:6499967-6501693	hsa_circ_0021001 decreased significantly in the peripheral blood of intracranial aneurysms patients, which suggested that hsa_circ_0021001 might be used as a potential novel marker for the diagnosis of intracranial aneurysms.	ARFIP2	ADP ribosylation factor interacting protein 2	29291016
hsa_circ_0021021	chr11:6559612-6560040	Gastric cancer [differential expression (gastric adenocarcinoma vs. adjacent normal mucosa tissues)]	DNHD1	dynein heavy chain domain 1	28639908
hsa_circ_0021265	chr11:10824757-10824841	Chronic thromboembolic pulmonary hypertension [differential expression (chronic thromboembolic pulmonary hypertension vs. control groups)]	EIF4G2	eukaryotic translation initiation factor 4 gamma 2	28682884
hsa_circ_0021409	chr11:17464266-17464859	Chronic thromboembolic pulmonary hypertension [differential expression (chronic thromboembolic pulmonary hypertension vs. control groups)]	ABCC8	ATP binding cassette subfamily C member 8	28682884
hsa_circ_0021496	chr11:20122482-20143147	Radiation-induced liver fibrosis [differential expression (irradiated vs. normal hepatic stellate cell)]	NAV2	neuron navigator 2	28774651
hsa_circ_0021570	chr11:32948702-32956981	Chronic thromboembolic pulmonary hypertension [differential expression (chronic thromboembolic pulmonary hypertension vs. control groups)]	QSER1	glutamine and serine rich 1	28682884
hsa_circ_0021573	chr11:32949507-32949669	Radiation-induced liver fibrosis [differential expression (irradiated vs. normal hepatic stellate cell)]	QSER1	glutamine and serine rich 1	28774651
hsa_circ_0021633	chr11:34098106-34112225	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	CAPRIN1	cell cycle associated protein 1	28831102
hsa_circ_0021711	chr11:34978930-34979130	Chronic thromboembolic pulmonary hypertension [differential expression (chronic thromboembolic pulmonary hypertension vs. control groups)]	PDHX	pyruvate dehydrogenase complex component X	28682884
hsa_circ_0021714	chr11:35160416-35222742	Gastric cancer [differential expression (gastric adenocarcinoma vs. adjacent normal mucosa tissues)]	CD44	CD44 molecule (Indian blood group)	28639908
hsa_circ_0021720	chr11:35211381-35222742	Gastric cancer [differential expression (gastric adenocarcinoma vs. adjacent normal mucosa tissues)]	CD44	CD44 molecule (Indian blood group)	28639908
hsa_circ_0022075	chr11:47819330-47823482	Chronic thromboembolic pulmonary hypertension [differential expression (chronic thromboembolic pulmonary hypertension vs. control groups)]	NUP160	nucleoporin 160	28682884
hsa_circ_0022080	chr11:47823362-47825088	Colorectal cancer [differential expression (chemoradiation-resistant colorectal cancer cells)]	NUP160	nucleoporin 160	28656150
hsa_circ_0022168	chr11:57460082-57463515	Cutaneous squamous cell carcinoma [differential expression]	ZDHHC5	zinc finger DHHC-type containing 5	27298156
hsa_circ_0022199	chr11:59375956-59378062	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	OSBP	oxysterol binding protein	28831102
hsa_circ_0022342	chr11:61314648-61318935	Chronic thromboembolic pulmonary hypertension [differential expression (chronic thromboembolic pulmonary hypertension vs. control groups)]	SYT7	synaptotagmin 7	28682884
hsa_circ_0022351	chr11:61543793-61547762	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	MYRF	myelin regulatory factor	28831102
hsa_circ_0022382	chr11:61605249-61608197	Repeated implantation failure [differential expression (patients repeated implantation failure vs. control group)]	FADS2	fatty acid desaturase 2	29132137
hsa_circ_0022383	chr11:61605249-61615756	Basal cell carcinoma [differential expression (basal cell carcinoma vs. control)]; cutaneous squamous cell carcinoma [differential expression]; ovarian aging [differential expression (human granulosa cells during maternal aging)]; repeated implantation failure [differential expression (patients repeated implantation failure vs. control group)]	FADS2	fatty acid desaturase 2	27097056;27298156;28644873;29132137
hsa_circ_0022392	chr11:61630443-61631258	Basal cell carcinoma [differential expression (basal cell carcinoma vs. control)]; cutaneous squamous cell carcinoma [differential expression]; ovarian aging [differential expression (human granulosa cells during maternal aging)]; repeated implantation failure [differential expression (patients repeated implantation failure vs. control group)]	FADS2	fatty acid desaturase 2	27097056;27298156;28644873;29132137
hsa_circ_0022839	chr11:65338861-65339239	Coronary artery disease [differential expression (coronary artery disease vs. control plasma)]	SSSCA1	Sjogren syndrome/scleroderma autoantigen 1	28947970
hsa_circ_0022912	chr11:65635765-65636100	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	EFEMP2	EGF containing fibulin like extracellular matrix protein 2	28831102
hsa_circ_0022981	chr11:66133406-66133702	Human thoracic aortic dissection [differential expression (human type A thoracic aortic dissection patients vs. age-matched normal donors)]	SLC29A2	solute carrier family 29 member 2	29137225
hsa_circ_0023064	chr11:66985201-66986874	Cutaneous squamous cell carcinoma [differential expression]	KDM2A	lysine demethylase 2A	27298156
hsa_circ_0023121	chr11:67376022-67376193	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1	28831102
hsa_circ_0023293	chr11:68830351-68848967	Chronic thromboembolic pulmonary hypertension [differential expression (chronic thromboembolic pulmonary hypertension vs. control groups)]	TPCN2	two pore segment channel 2	28682884
hsa_circ_0023404	chr11:71668272-71671937	hsa_circ_0023404 regulates MMP13 expression by functioning as a miR-136 sponge in human cartilage degradation; carcinogenesis of non small cell lung cancer; hsa_circ_0023404 is a potential prognostic biomarker and therapeutic target for non small cell lung cancer; osteoarthritis [differential expression (osteoarthritis vs. normal cartilage)]; preeclampsia [differential expression (placental tissue for patients with preeclampsia vs. controls)]; oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)]	RNF121	ring finger protein 121	26931159;27606420;28343871
hsa_circ_0023461	chr11:72406762-72423384	Repeated implantation failure [differential expression (patients repeated implantation failure vs. control group)]	ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	29132137
hsa_circ_0023472	chr11:72469574-72504750	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	STARD10	StAR related lipid transfer domain containing 10	28831102
hsa_circ_0023546	chr11:73796662-73850873	Gastric cancer [differential expression (gastric adenocarcinoma vs. adjacent normal mucosa tissues)]	C2CD3	C2 calcium dependent domain containing 3	28639908
hsa_circ_0023597	chr11:74570202-74618318	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	XRRA1	X-ray radiation resistance associated 1	28831102
hsa_circ_0023598	chr11:74570202-74632392	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	XRRA1	X-ray radiation resistance associated 1	28831102
hsa_circ_0023637	chr11:75590922-75623083	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	UVRAG	UV radiation resistance associated	28831102
hsa_circ_0023642	chr11:75727858-75728024	hsa_circ_0023642 serves as a metastasis activator by promoting epithelial-mesenchymal transition signaling pathway and may represent a novel molecular therapeutic target for gastric cancer; bladder cancer [differential expression (bladder cancer vs normal tissues)]; gastric cancer [differential expression (gastric cancer group vs. control group)]	UVRAG	UV radiation resistance associated	27484176;28737829;29762831
hsa_circ_0023733	chr11:77618762-77702345	Chronic thromboembolic pulmonary hypertension [differential expression (chronic thromboembolic pulmonary hypertension vs. control groups)]	INTS4	integrator complex subunit 4	28682884
hsa_circ_0023891	chr11:85685750-85742653	Cutaneous squamous cell carcinoma [differential expression]; Cervical cancer [differential expression (cervical squamous cell carcinoma and matched adjacent non-tumor tissues)]	PICALM	phosphatidylinositol binding clathrin assembly protein	27298156;28970820
hsa_circ_0023903	chr11:85692171-85742653	Cutaneous squamous cell carcinoma [differential expression]; coronary artery disease [differential expression (coronary artery disease vs. control groups)]	PICALM	phosphatidylinositol binding clathrin assembly protein	27298156;28045102
hsa_circ_0023923	chr11:85707868-85742653	Cutaneous squamous cell carcinoma [differential expression]	PICALM	phosphatidylinositol binding clathrin assembly protein	27298156
hsa_circ_0023936	chr11:85718584-85742653	Cutaneous squamous cell carcinoma [differential expression]	PICALM	phosphatidylinositol binding clathrin assembly protein	27298156
hsa_circ_0023940	chr11:85723323-85742653	Cutaneous squamous cell carcinoma [differential expression]	PICALM	phosphatidylinositol binding clathrin assembly protein	27298156
hsa_circ_0023944	chr11:85742510-85742653	Cutaneous squamous cell carcinoma [differential expression]	PICALM	phosphatidylinositol binding clathrin assembly protein	27298156
hsa_circ_0023956	chr11:86017286-86017524	Active pulmonary tuberculosis [differential expression (active pulmonary tuberculosispatients and health controls)]; gastric cancer [differential expression (gastric cancer tissues vs. normal tissues)]	HIKESHI	Hikeshi, heat shock protein nuclear import factor	28846924;27986464
hsa_circ_0023983	chr11:89106599-89135710	Chronic thromboembolic pulmonary hypertension [differential expression (chronic thromboembolic pulmonary hypertension vs. control groups)]	NOX4	NADPH oxidase 4	28682884
hsa_circ_0023984	chr11:89133184-89135710	Cutaneous squamous cell carcinoma [differential expression]	NOX4	NADPH oxidase 4	27298156
hsa_circ_0023988	chr11:89155069-89185063	Lung adenocarcinoma [differential expression (patients with lung adenocarcinoma vs. adjacent normal controls)]	NOX4	NADPH oxidase 4	28685964
hsa_circ_0024093	chr11:101981191-102104154	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	YAP1	Yes associated protein 1	28831102
hsa_circ_0024108	chr11:102660640-102667893	Hypopharyngeal squamous cell carcinoma [differential expression (hypopharyngeal squamous cell carcinoma vs. adjacent normal tissue samples)]	MMP1	matrix metallopeptidase 1	28514762
hsa_circ_0024166	chr11:107675443-107686691	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	SLC35F2	solute carrier family 35 member F2	28831102
hsa_circ_0024169	chr11:107916996-107925682	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	CUL5	cullin 5	28831102
hsa_circ_0024378	chr11:117052522-117061456	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	SIDT2	SID1 transmembrane family member 2	28831102
hsa_circ_0024666	chr11:121358740-121491947	Gastric cancer [differential expression (gastric cancer tissues vs. paired nontumorous tissues)]	SORL1	sortilin related receptor 1	28831102
hsa_circ_0024676	chr11:121420668-121440979	Chronic thromboembolic pulmonary hypertension [differential expression (chronic thromboembolic pulmonary hypertension vs. control groups)]	SORL1	sortilin related receptor 1	28682884
hsa_circ_0024731	chr11:123489400-123489932	Human thoracic aortic dissection [differential expression (human type A thoracic aortic dissection patients vs. age-matched normal donors)]	GRAMD1B	GRAM domain containing 1B	29137225
hsa_circ_0024766	chr11:125472197-125474142	Lung adenocarcinoma [differential expression (patients with lung adenocarcinoma vs. adjacent normal controls)]	STT3A	STT3A, catalytic subunit of the oligosaccharyltransferase complex	28685964
