circRNA Name	Region	Strand	Gene Symbol	CircBase Link	Disease Name	Expression Pattern	Experimental Techniques	Species	Brief description	Year	PMID	
circUBAP2	N/A	N/A	UBAP2	N/A	Osteosarcoma	Upregulated	"qPCR,Western blot etc."	Mouse	Ctrl osteosarcoma cell lines or circUBAP2 stably overexpressed osteosarcoma cells were injected subcutaneously into the nude mice. 	2017/6/1	28977896	
hsa_circ_0014717	chr1:156290629-156304709	-	CCT3	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0014717	Gastric cancer	Downregulated	qPCR etc.	Human	Hsa_circ_0014717 stably exists in human gastric juice and significantly decreased in chronic atrophic gastritis group	2017/6/1	28544609	
hsa_circ_0007031	chr13:113158345-113181798	-	TUBGCP3	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0007031	Colorectal cancer	Upregulated	qPCR etc.	Human	"miR-885-3p targets hsa_circ_0007031, which was found highly upregulated in this study, we inferred that hsa_circ_0007031 might play a crucial role in the development of CRR."	2017/6/1	28656150	
hsa_circ_0000504	chr13:113170753-113181798	-	TUBGCP3	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0000504	Colorectal cancer	Upregulated	qPCR etc.	Human	"STAT3 was a target gene of hsa-miR-485-5p, which could interact with hsa_circ_0000504"	2017/6/1	28656150	
hsa_circ_0007006	chr18:46783379-46808545	-	DYM	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0007006	Colorectal cancer	Upregulated	qPCR etc.	Human	Unclear	2017/6/1	28656150	
hsa_circ_0074930	chr5:168233450-168250336	-	SLIT3	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0074930	Colorectal cancer	Upregulated	qPCR etc.	Human	Unclear	2017/6/1	28656150	
hsa_circ_0048232	chr19:1417498-1422395	+	DAZAP1	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0048232	Colorectal cancer	Downregulated	qPCR etc.	Human	Unclear	2017/6/1	28656150	
hsa_circ_0006174	chr9:110064315-110068928	+	RAD23B	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0006174	Colorectal cancer	Downregulated	qPCR etc.	Human	Unclear	2017/6/1	28656150	
hsa_circ_0008509	chr12:78334098-78415642	+	NAV3	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0008509	Colorectal cancer	Downregulated	qPCR etc.	Human	Unclear	2017/6/1	28656150	
hsa_circ_0084021	chr8:38801306-38803739	+	PLEKHA2	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0084021	Colorectal cancer	Downregulated	qPCR etc.	Human	Unclear	2017/6/1	28656150	
circRNA_104871	N/A	N/A	SUSD1	N/A	Rheumatoid arthritis	Upregulated	qPCR etc.	Human	"Identified and verified five circRNAs (092516, 003524, 103047, 104871, 101873) that were significantly elevated in PBMCs from RA patients. Among these RA patients, we detected no significant correlation between the five circRNAs and the disease severity, including disease activity score (DAS28), erythrocyte sedimentation rate (ESR), C-reactive protein (CRP), and health assessment questionnaire (HAQ). Yet, ROC curve analysis suggested that circRNA_104871 has significant value of RA diagnosis (AUC=0.833, P<0.001), followed by circRNA_003524 (AUC = 0.683, P = 0.020), circRNA_101873 (AUC = 0.676, P = 0.026), and circRNA_103047 (AUC = 0.671, P = 0.030)"	2017/6/1	28618429	
circRNA_003524	N/A	N/A	FAM168B	N/A	Rheumatoid arthritis	Upregulated	qPCR etc.	Human	"Identified and verified five circRNAs (092516, 003524, 103047, 104871, 101873) that were significantly elevated in PBMCs from RA patients. Among these RA patients, we detected no significant correlation between the five circRNAs and the disease severity, including disease activity score (DAS28), erythrocyte sedimentation rate (ESR), C-reactive protein (CRP), and health assessment questionnaire (HAQ). Yet, ROC curve analysis suggested that circRNA_104871 has significant value of RA diagnosis (AUC=0.833, P<0.001), followed by circRNA_003524 (AUC = 0.683, P = 0.020), circRNA_101873 (AUC = 0.676, P = 0.026), and circRNA_103047 (AUC = 0.671, P = 0.030)"	2017/6/1	28618429	
circRNA_101873	N/A	N/A	GLG1	N/A	Rheumatoid arthritis	Upregulated	qPCR etc.	Human	"Identified and verified five circRNAs (092516, 003524, 103047, 104871, 101873) that were significantly elevated in PBMCs from RA patients. Among these RA patients, we detected no significant correlation between the five circRNAs and the disease severity, including disease activity score (DAS28), erythrocyte sedimentation rate (ESR), C-reactive protein (CRP), and health assessment questionnaire (HAQ). Yet, ROC curve analysis suggested that circRNA_104871 has significant value of RA diagnosis (AUC=0.833, P<0.001), followed by circRNA_003524 (AUC = 0.683, P = 0.020), circRNA_101873 (AUC = 0.676, P = 0.026), and circRNA_103047 (AUC = 0.671, P = 0.030)"	2017/6/1	28618429	
circRNA_103047	N/A	N/A	PHF20	N/A	Rheumatoid arthritis	Upregulated	qPCR etc.	Human	"Identified and verified five circRNAs (092516, 003524, 103047, 104871, 101873) that were significantly elevated in PBMCs from RA patients. Among these RA patients, we detected no significant correlation between the five circRNAs and the disease severity, including disease activity score (DAS28), erythrocyte sedimentation rate (ESR), C-reactive protein (CRP), and health assessment questionnaire (HAQ). Yet, ROC curve analysis suggested that circRNA_104871 has significant value of RA diagnosis (AUC=0.833, P<0.001), followed by circRNA_003524 (AUC = 0.683, P = 0.020), circRNA_101873 (AUC = 0.676, P = 0.026), and circRNA_103047 (AUC = 0.671, P = 0.030)"	2017/6/1	28618429	
circRNA_092516	N/A	N/A	XBP1	N/A	Rheumatoid arthritis	Upregulated	qPCR etc.	Human	"Identified and verified five circRNAs (092516, 003524, 103047, 104871, 101873) that were significantly elevated in PBMCs from RA patients. Among these RA patients, we detected no significant correlation between the five circRNAs and the disease severity, including disease activity score (DAS28), erythrocyte sedimentation rate (ESR), C-reactive protein (CRP), and health assessment questionnaire (HAQ). Yet, ROC curve analysis suggested that circRNA_104871 has significant value of RA diagnosis (AUC=0.833, P<0.001), followed by circRNA_003524 (AUC = 0.683, P = 0.020), circRNA_101873 (AUC = 0.676, P = 0.026), and circRNA_103047 (AUC = 0.671, P = 0.030)"	2017/6/1	28618429	
hsa_circ_0006633	chr1:59805629-59844509	+	FGGY	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0006633	Gastric cancer	Downregulated	"qPCR, Immunohistochemical analysis etc."	Human	"Expression levels of hsa_circ_0006633 in four gastric cancer cell lines, HGC-27, SGC-7901, MGC-803, and AGS, were downregulated than those in normal gastric mucosal epithelial cell line GES-1. The lower expression of hsa_circ_0006633 was associated with cancer distal metastasis ( p?=?0.037) and tissue carcinoembryonic antigen level ( p?=?0.041). In addition, hsa_circ_0006633 expression was significantly decreased in gastritis and dysplasia tissues comparing with the healthy control. Moreover, plasma hsa_circ_0006633 levels were significantly increased in gastric cancer compared with healthy control."	2017/6/1	28656881	
hsa_circ_0058246	chr2:219305444-219305585	+	VIL1	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0058246	Gastric cancer	Upregulated	qPCR etc.	Human	The expression of hsa_circ_0058246 was elevated in tumor specimens of patients with poor clinical outcomes.	2017/6/1	28639908	
hsa_circ_0091742	chrX:152770695-152775004	+	BGN	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0091742	Gastric cancer	Upregulated	qPCR etc.	Human	These circular RNAs play a critical role in gastric cancer tumorigenesis.	2017/6/1	28639908	
hsa_circ_0089548	chr9:139399761-139410168	-	NOTCH1	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0089548	Gastric cancer	Upregulated	qPCR etc.	Human	These circular RNAs play a critical role in gastric cancer tumorigenesis.	2017/6/1	28639908	
hsa_circ_0003707	chr11:35219667-35232996	+	CD44	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0003707	Gastric cancer	Upregulated	qPCR etc.	Human	These circular RNAs play a critical role in gastric cancer tumorigenesis.	2017/6/1	28639908	
hsa_circ_0085553	chr8:129001407-129082518	+	PVT1	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0085553	Gastric cancer	Upregulated	qPCR etc.	Human	These circular RNAs play a critical role in gastric cancer tumorigenesis.	2017/6/1	28639908	
hsa_circ_0006022	chr8:56863017-56866543	+	LYN	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0006022	Gastric cancer	Upregulated	qPCR etc.	Human	These circular RNAs play a critical role in gastric cancer tumorigenesis.	2017/6/1	28639908	
hsa_circ_0031979	chr14:54884565-54884669	+	CDKN3	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0031979	Gastric cancer	Downregulated	qPCR etc.	Human	These circular RNAs play a critical role in gastric cancer tumorigenesis.	2017/6/1	28639908	
hsa_circ_0069131	chr4:7783102-7873807	-	AFAP1	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0069131	Gastric cancer	Downregulated	qPCR etc.	Human	These circular RNAs play a critical role in gastric cancer tumorigenesis.	2017/6/1	28639908	
circRNA_100269	N/A	N/A	N/A	N/A	Gastric cancer	Downregulated	"qPCR, Dual-Luciferase assay etc."	Human	circRNA_100269 level was downregulated in GC and correlated negatively with that of miR-630	2017/6/1	28657541	
circRNA_010567	N/A	N/A	N/A	N/A	Diabetic myocardial fibrosis	Upregulated	"qPCR, Western blot, Dual-luciferase assay etc."	Mouse	circRNA_010567/miR-141/TGF-汕1 axis plays an important regulatory role in diabetic mice myocardial fibrosis	2017/6/1	28412345	
hsa_circRNA_000598	N/A	N/A	N/A	N/A	Osteoarthritis	Upregulated	qPCR etc.	Human	The inhibition of circRNAs-MSR could inhibit the degradation of chondrocyte ECM and knockdown of circRNAs-MSR could be a potential therapeutic target for OA.	2017/6/1	28624198	
hsa_circRNA_103387	N/A	N/A	N/A	N/A	Osteoarthritis	Upregulated	qPCR etc.	Human	The inhibition of circRNAs-MSR could inhibit the degradation of chondrocyte ECM and knockdown of circRNAs-MSR could be a potential therapeutic target for OA.	2017/6/1	28624198	
hsa_circRNA_101975	N/A	N/A	N/A	N/A	Osteoarthritis	Upregulated	qPCR etc.	Human	The inhibition of circRNAs-MSR could inhibit the degradation of chondrocyte ECM and knockdown of circRNAs-MSR could be a potential therapeutic target for OA.	2017/6/1	28624198	
circRNA-MSR/hsa_circ_0005567	chr1:51868106-51874004	-	EPS15	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0005567	Osteoarthritis	Upregulated	"qPCR, RNAi, Immunofluorescence analysis etc."	Human	"circRNAs-MSR were silenced using small interfering RNA, and knockdown of circRNAs-MSR could suppress tumor necrosis factor alpha (TNF-汐) expression and increase extracellular matrix (ECM) formation. "	2017/6/1	28624198	
hsa_circRNA_002082	chr11	N/A	N/A	N/A	Hepatic steatosis	Downregulated	qPCR etc.	Human	Unclear	2017/6/1	28717649	
hsa_circRNA_000367	chr11	N/A	N/A	N/A	Hepatic steatosis	Downregulated	qPCR etc.	Human	Unclear	2017/6/1	28717649	
hsa_circRNA_004183	chr10	N/A	N/A	N/A	Hepatic steatosis	Downregulated	qPCR etc.	Human	Unclear	2017/6/1	28717649	
hsa_circRNA_007850	chr9	N/A	N/A	N/A	Hepatic steatosis	Upregulated	qPCR etc.	Human	Unclear	2017/6/1	28717649	
hsa_circRNA_004121	chr2	N/A	N/A	N/A	Hepatic steatosis	Upregulated	qPCR etc.	Human	Unclear	2017/6/1	28717649	
hsa_circRNA_014724	chr1	N/A	N/A	N/A	Hepatic steatosis	Upregulated	qPCR etc.	Human	Unclear	2017/6/1	28717649	
MFACR/mm9-circ-016597/mmu_circ_0000290	chr11:75203573-75204729	+	Smyd4	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=mmu_circ_0000290	Cardiovascular disease	Upregulated	"qPCR, Northern blot, Animal experiment etc."	Mouse	MFACR directly sequesters miR-652-3p in the cytoplasm and inhibits its activity. MFACR knockdown in cardiomyocytes and mice attenuates mitochondrial fission and MI.	2017/6/1	28498369	
hsa_circ_0000096/circHIAT1/hsa_circ_001013	chr1:100515464-100535241	+	HIAT1	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0000096	Clear cell renal cell carcinoma	Downregulated	"qPCR, Luciferase reporter assay, Western blot, RNA pull-down assay, ChIP assay etc."	Human	circHIAT1 functioned as a metastatic inhibitor to suppress AR-enhanced ccRCC cell migration and invasion. Targeting this newly identified AR-circHIAT1-mediated miR-195-5p/29a-3p/29c-3p/CDC42 signals may help us develop potential new therapies to better suppress ccRCC metastasis.	2017/5/1	28089832	
hsa_circ_0001313/circCCDC66	chr3:56626997-56628056	+	CCDC66	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0001313	Colorectal cancer	Upregulated	qPCR etc.	Human	"Functions as miR-33b, miR-93 and miR185 sponge for a subset of oncogenes. circCCDC66 controlled multiple pathological processes, including cell proliferation, migration, invasion, and anchorage-independent growth."	2017/5/1	28249903	
hsa_circ_0001313/circCCDC66	chr3:56626997-56628056	+	CCDC66	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0001313	Pancreatic cancer	Upregulated	qPCR etc.	Human	"Functiona as miR-33b, miR-93 sponges"	2017/5/1	28249903	
hsa_circ_0001313/circCCDC66	chr3:56626997-56628056	+	CCDC66	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0001313	Breast cancer	Upregulated	qPCR etc.	Human	Function as miRNA sponge of miR-33b and miR-93	2017/5/1	28249903	
hsa_circ_0001313/circCCDC66	chr3:56626997-56628056	+	CCDC66	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0001313	Cervical cancer	Upregulated	qPCR etc.	Human	Function as miRNA sponge of miR-33b and miR-93	2017/5/1	28249903	
hsa_circ_0003570	chr10:126370175-126384781	-	FAM53B	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0003570	Hepatocellular carcinoma	Downregulated	qPCR etc.	Human	"hsa_circ_0003570 was gradually decreased from chronic hepatitis (CH), to liver cirrhosis (LC) and to HCC tissues (P<.01). Its expression levels were significantly correlated with tumor diameter (P=.035), differentiation (P=.013), microvascular invasion (P=.045), Barcelona Clinic Liver Cancer stages (P=.011), tumor-node-metastasis stages (P=.016), and serum alpha-fetoprotein levels (P=.031)."	2017/5/1	28493512	
hsa_circ_0023404/circRNA_100876/circ-CER	chr11:71668272-71671937	+	RNF121	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0023404	Non-small cell lung cancer	Upregulated	qPCR etc.	Human	"There was a close correlation between the circRNA_100876 up-regulation expression and lymph node metastasis (P = 0.001) and tumor staging (P = 0.001) in NSCLC. In addition, Kaplan-Meier survival analysis demonstrated that the overall survival time of NSCLC patients with high circRNA_100876 expression was significantly shorter than those patients with low circRNA_100876 expression (P = 0.000)."	2017/5/1	28343871	
hsa_circ_0005870	chr3:47079155-47088111	-	SETD2	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0005870	Hypertension	Downregulated	qPCR etc.	Human	"hsa-circ-0005870 may represent a novel biomarker for the diagnosis of hypertension, and hsa-circ-0005870-miRNA-mRNA network may provide potential mechanism for hypertension"	2017/5/1	28534714	
circ-Foxo3/hsa_circ_0006404	chr6:108984657-108986092	+	FOXO3	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0006404	Myocardial senescence	Upregulated	"qPCR, Western blot, Immunohistochemistry etc."	Human	"ID-1, E2F1, FAK, and HIF1汐 interact with circ-Foxo3 and are retained in the cytoplasm and could no longer exert their anti-senescent and anti-stress roles, resulting in increased cellular senescence."	2017/5/1	26873092	
circ-Foxo3	N/A	N/A	Foxo3	N/A	Myocardial senescence	Upregulated	"qPCR, Western blot, Immunohistochemistry etc."	Mouse	Silencing circ-Foxo3 attenuated Doxorubicin-induced cardiomyopathy in mice.	2017/5/1	26873092	
hsa_circ_0001895/circPRRC2B/hsa_circ_000760	chr9:134305476-134308181	+	PRRC2B	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0001895	Gastric cancer	Downregulated	qPCR etc.	Human	"Compared with healthy control tissues, it was downregulated not only in 69.8% (67/96) gastric cancer tissues but also in gastric precancerous lesions. Moreover, hsa_circ_0001895 expression levels were significantly correlated with cell differentiation, Borrmann type, and tissue carcino-embryonic antigen expression"	2017/4/1	28443463	
